26.000	0.00000
31.000	0.00677
36.000	0.01354
41.000	0.02030
46.000	0.02707
51.000	0.03384
56.000	0.04061
61.000	0.04737
66.000	0.05414
71.000	0.06091
76.000	0.06768
81.000	0.07444
86.000	0.08121
91.000	0.08798
96.000	0.09475
101.000	0.10151
106.000	0.10828
111.000	0.11505
116.000	0.12182
121.000	0.12859
126.000	0.13535
131.000	0.14212
136.000	0.14889
141.000	0.15566
146.000	0.16242
151.000	0.16919
156.000	0.17596
161.000	0.18273
166.000	0.18949
171.000	0.19626
176.000	0.20303
181.000	0.20980
186.000	0.21657
191.000	0.22333
196.000	0.23010
201.000	0.23687
206.000	0.24364
211.000	0.25040
216.000	0.25717
221.000	0.26394
226.000	0.27071
231.000	0.27748
236.000	0.28424
241.000	0.29101
246.000	0.29778
251.000	0.30455
256.000	0.31131
261.000	0.31808
266.000	0.32485
271.000	0.33162
276.000	0.33839
281.000	0.34515
286.000	0.35192
291.000	0.35869
296.000	0.36546
301.000	0.37222
306.000	0.37899
311.000	0.38576
316.000	0.39253
321.000	0.39929
326.000	0.40606
331.000	0.41283
336.000	0.41960
341.000	0.42637
346.000	0.43313
351.000	0.43990
356.000	0.44667
361.000	0.45344
366.000	0.46021
371.000	0.46697
376.000	0.47374
381.000	0.48051
386.000	0.48727
391.000	0.49404
396.000	0.50081
401.000	0.50758
406.000	0.51435
411.000	0.52010
416.000	0.52565
421.000	0.53120
426.000	0.53675
431.000	0.54230
436.000	0.54785
441.000	0.55340
446.000	0.55895
451.000	0.56450
456.000	0.57005
461.000	0.57560
466.000	0.58115
471.000	0.58670
476.000	0.59225
481.000	0.59780
486.000	0.60334
491.000	0.60890
496.000	0.61445
501.000	0.62000
506.000	0.62555
511.000	0.63109
516.000	0.63664
521.000	0.64219
526.000	0.64774
531.000	0.65329
536.000	0.65884
541.000	0.66439
546.000	0.66994
551.000	0.67549
556.000	0.68104
561.000	0.68659
566.000	0.69214
571.000	0.69769
576.000	0.70324
581.000	0.70879
586.000	0.71434
591.000	0.71953
596.000	0.72412
601.000	0.72869
606.000	0.73330
611.000	0.73784
616.000	0.74247
621.000	0.74709
626.000	0.75161
631.000	0.75601
636.000	0.76043
641.000	0.76492
646.000	0.76927
651.000	0.77355
656.000	0.77781
661.000	0.78207
666.000	0.78635
671.000	0.79059
676.000	0.79486
681.000	0.79917
686.000	0.80354
691.000	0.80786
696.000	0.81207
701.000	0.81650
706.000	0.82090
711.000	0.82536
716.000	0.82971
721.000	0.83404
726.000	0.83827
731.000	0.84255
736.000	0.84669
741.000	0.85088
746.000	0.85507
751.000	0.85927
756.000	0.86338
761.000	0.86729
766.000	0.87122
771.000	0.87540
776.000	0.87952
781.000	0.88378
786.000	0.88806
791.000	0.89234
796.000	0.89627
801.000	0.90014
806.000	0.90394
811.000	0.90770
816.000	0.91161
821.000	0.91549
826.000	0.91982
831.000	0.92422
836.000	0.92868
841.000	0.93310
846.000	0.93776
851.000	0.94245
856.000	0.94715
861.000	0.95185
866.000	0.95638
871.000	0.96088
876.000	0.96550
881.000	0.97016
886.000	0.97468
891.000	0.97914
896.000	0.98330
901.000	0.98763
906.000	0.99194
911.000	0.99653
916.000	1.00068
921.000	1.00439
926.000	1.00898
931.000	1.01364
936.000	1.01793
941.000	1.02238
946.000	1.02679
951.000	1.03184
956.000	1.03662
961.000	1.04204
966.000	1.04702
971.000	1.05200
976.000	1.05731
981.000	1.06257
986.000	1.06788
991.000	1.07321
996.000	1.07855
1001.000	1.08388
1006.000	1.08929
1011.000	1.09458
1016.000	1.09995
1021.000	1.10524
1026.000	1.11062
1031.000	1.11588
1036.000	1.12124
1041.000	1.12655
1046.000	1.13185
1051.000	1.13707
1056.000	1.14238
1061.000	1.14770
1066.000	1.15303
1071.000	1.15843
1076.000	1.16389
1081.000	1.16915
1086.000	1.17449
1091.000	1.17972
1096.000	1.18495
1101.000	1.19017
1106.000	1.19532
1111.000	1.20031
1116.000	1.20542
1121.000	1.21054
1126.000	1.21561
1131.000	1.22081
1136.000	1.22598
1141.000	1.23099
1146.000	1.23603
1151.000	1.24107
1156.000	1.24612
1161.000	1.25118
1166.000	1.25635
1171.000	1.26137
1176.000	1.26629
1181.000	1.27099
1186.000	1.27555
1191.000	1.27996
1196.000	1.28457
1201.000	1.28958
1206.000	1.29451
1211.000	1.29937
1216.000	1.30428
1221.000	1.30919
1226.000	1.31414
1231.000	1.31917
1236.000	1.32417
1241.000	1.32917
1246.000	1.33413
1251.000	1.33904
1256.000	1.34391
1261.000	1.34876
1266.000	1.35359
1271.000	1.35831
1276.000	1.36306
1281.000	1.36775
1286.000	1.37247
1291.000	1.37703
1296.000	1.38152
1301.000	1.38630
1306.000	1.39119
1311.000	1.39616
1316.000	1.40117
1321.000	1.40620
1326.000	1.41119
1331.000	1.41618
1336.000	1.42118
1341.000	1.42619
1346.000	1.43128
1351.000	1.43635
1356.000	1.44137
1361.000	1.44639
1366.000	1.45143
1371.000	1.45651
1376.000	1.46156
1381.000	1.46666
1386.000	1.47183
1391.000	1.47684
1396.000	1.48166
1401.000	1.48656
1406.000	1.49165
1411.000	1.49676
