23.000	0.00000
28.000	0.00661
33.000	0.01321
38.000	0.01982
43.000	0.02643
48.000	0.03303
53.000	0.03964
58.000	0.04625
63.000	0.05285
68.000	0.05946
73.000	0.06607
78.000	0.07267
83.000	0.07928
88.000	0.08589
93.000	0.09249
98.000	0.09910
103.000	0.10571
108.000	0.11231
113.000	0.11892
118.000	0.12552
123.000	0.13213
128.000	0.13874
133.000	0.14534
138.000	0.15195
143.000	0.15856
148.000	0.16516
153.000	0.17177
158.000	0.17838
163.000	0.18498
168.000	0.19159
173.000	0.19820
178.000	0.20480
183.000	0.21141
188.000	0.21802
193.000	0.22462
198.000	0.23123
203.000	0.23784
208.000	0.24444
213.000	0.25105
218.000	0.25766
223.000	0.26426
228.000	0.27087
233.000	0.27748
238.000	0.28408
243.000	0.29069
248.000	0.29730
253.000	0.30390
258.000	0.31051
263.000	0.31712
268.000	0.32372
273.000	0.33033
278.000	0.33694
283.000	0.34354
288.000	0.35015
293.000	0.35676
298.000	0.36336
303.000	0.36997
308.000	0.37658
313.000	0.38318
318.000	0.38979
323.000	0.39639
328.000	0.40300
333.000	0.40961
338.000	0.41622
343.000	0.42282
348.000	0.42943
353.000	0.43604
358.000	0.44264
363.000	0.44925
368.000	0.45586
373.000	0.46246
378.000	0.46907
383.000	0.47568
388.000	0.48228
393.000	0.48889
398.000	0.49489
403.000	0.50004
408.000	0.50519
413.000	0.51034
418.000	0.51550
423.000	0.52065
428.000	0.52580
433.000	0.53095
437.999	0.53610
442.999	0.54126
447.999	0.54641
452.999	0.55156
457.999	0.55671
462.999	0.56186
467.999	0.56701
472.998	0.57217
477.998	0.57732
482.998	0.58247
487.998	0.58762
492.998	0.59277
497.998	0.59792
502.998	0.60308
507.998	0.60823
512.998	0.61338
517.998	0.61853
522.998	0.62368
527.997	0.62884
532.997	0.63399
537.997	0.63914
542.997	0.64429
547.997	0.64944
552.997	0.65459
557.997	0.65975
562.997	0.66490
567.997	0.67005
572.997	0.67520
577.997	0.68035
582.997	0.68550
587.997	0.69065
592.997	0.69581
597.997	0.70096
602.997	0.70611
607.997	0.71126
612.997	0.71641
617.997	0.72156
622.997	0.72671
627.997	0.73187
632.997	0.73702
637.997	0.74217
642.997	0.74732
647.997	0.75247
652.997	0.75763
657.997	0.76278
662.996	0.76793
667.996	0.77308
672.996	0.77823
677.996	0.78338
682.996	0.78853
687.996	0.79369
692.996	0.79884
697.996	0.80399
702.996	0.80914
707.995	0.81429
712.995	0.81944
717.995	0.82459
722.995	0.82975
727.995	0.83490
732.995	0.84005
737.995	0.84520
742.995	0.85035
747.995	0.85550
752.995	0.86065
757.995	0.86581
762.995	0.87096
767.994	0.87611
772.994	0.88126
777.994	0.88641
782.994	0.89156
787.994	0.89672
792.993	0.90187
797.993	0.90702
802.993	0.91217
807.993	0.91732
812.993	0.92247
817.993	0.92763
822.993	0.93279
827.993	0.93800
832.993	0.94325
837.993	0.94844
842.993	0.95367
847.993	0.95886
852.993	0.96408
857.993	0.96932
862.993	0.97453
867.993	0.97976
872.993	0.98501
877.993	0.99020
882.993	0.99543
887.993	1.00066
892.993	1.00580
897.993	1.01078
902.993	1.01583
907.993	1.02088
912.993	1.02599
917.993	1.03100
922.993	1.03599
927.993	1.04096
932.993	1.04582
937.993	1.05073
942.993	1.05574
947.993	1.06085
952.993	1.06554
957.993	1.07030
962.993	1.07527
967.993	1.08046
972.992	1.08560
977.992	1.09059
982.992	1.09549
987.992	1.10035
992.992	1.10527
997.992	1.10984
1002.992	1.11467
1007.992	1.11950
1012.992	1.12434
1017.992	1.12914
1022.992	1.13408
1027.992	1.13857
